asset_id,doi,award_id,is_exist
9924169782101921,10.1021/jacs.2c07537,2142887,True
9924194529501921,10.1021/jacs.2c10937,2011846,True
9924292795601921,10.1021/jacs.3c07076,1856484,True
9924352087701921,10.1021/jacs.4c03101,2011846,True
9924393079601921,10.1021/jacs.4c06775,2011846,True
9924417887601921,10.1021/jacs.4c15084,1919565,True
9924552837701921,10.1021/jacs.7b11582,1420382,True
9924552837601921,10.1021/jacs.7b12368,1420382,True
9924552837401921,10.1021/jacs.7b13307,1420382,True
9924552837301921,10.1021/jacs.8b04641,1420382,True
9924552837201921,10.1021/jacs.8b10542,1420382,True
9924086753101921,10.1021/jacs.9b02789,1506059,True
9924552845101921,10.1021/jacs.9b03346,1420382,True
9924285973501921,10.1021/jasms.3c00132,1920147,True
9924285973501921,10.1021/jasms.3c00132,1933525,True
9924144215201921,10.1029/2021gl097345,1256620,True
9924144215201921,10.1029/2021gl097345,1431518,True
9924144215201921,10.1029/2021gl097345,1851520,True
9924144215201921,10.1029/2021gl097345,2048631,True
9923970137501921,10.1038/s41467-018-05260-y,1420382,True
9923970790601921,10.1038/s41467-019-13268-1,142038,True
9923970790601921,10.1038/s41467-019-13268-1,1610737,True
9923994688701921,10.1038/s41467-019-13505-7,1760537,True
9923958337601921,10.1038/s41467-019-14208-9,1420382,True
9923958337601921,10.1038/s41467-019-14208-9,1610737,True
